,Parameter,Unit 0 (ADC120),Unit 1 (ADC121)
1,Analog input channel,"AN000 to AN007, AN016 to AN020 Internal reference voltage Temperature sensor output","AN100 to AN102, AN105 to AN107, AN116 to AN118 Internal reference voltage Temperature sensor output"
