,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA6T3BB3CFM,PLQP0064KB-C,256KB,4KB,40KB
2,R7FA6T3BB3CFL,PLQP0048KB-B,,,
3,R7FA6T3BB3CFJ,PLQP0032GB-A,,,
4,R7FA6T3BB3CNE,PWQN0048KC-A,,,
5,R7FA6T3BB3CNH,PWQN0032KE-A,,,
