,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA8M1AHECBD,PLBG0224GD-A,2MB,12KB,1MB
2,R7FA8M1AHECFC,PLQP0176KJ-A,,,
3,R7FA8M1AHECFB,PLQP0144KA-B,,,
4,R7FA8M1AHECFP,PLQP0100KP-A,,,
5,R7FA8M1AFECBD,PLBG0224GD-A,1MB,,
6,R7FA8M1AFECFC,PLQP0176KJ-A,,,
7,R7FA8M1AFECFB,PLQP0144KA-B,,,
8,R7FA8M1AFECFP,PLQP0100KP-A,,,
