,A1.0,5/July/2022,Released to Mnf.
1,B1.0,12/Oct. /2022,"1. J13 (SMA RF Conn. ) , C33, C25, C26 removed 2. J4 Jtag conn & J6 Batt. conn. changed to pop. 3. J33 PIN (RF PATH) on module Intrf. deleted"
