,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA6E2BB3CFM,PLQP0064KB-C,256KB,4KB,40KB
2,R7FA6E2BB3CNE,PWQN0048KC-A,,,
3,R7FA6E2BB3CNH,PWQN0032KE-A,,,
4,R7FA6E2B93CFM,PLQP0064KB-C,128KB,4KB,40KB
5,R7FA6E2B93CNE,PWQN0048KC-A,,,
6,R7FA6E2B93CNH,PWQN0032KE-A,,,
