,Feature,Functional description
1,I/O ports,"- I/O ports for the 64-pin LQFP / BGA - I/O pins : 53 - Input pins : 3 - Pull-up resistors : 53 - N-ch open-drain outputs : 40 - 5-V tolerance : 3 . I/O ports for the 48-pin LQFP / HWQFN - I/O pins : 37 - Input pins : 3 - Pull-up resistors : 37 - N-ch open-drain outputs : 26 - 5-V tolerance : 3 . I/O ports for the 36-pin LGA - I/O pins : 27 - Input pins : 3 - Pull-up resistors : 27 - N-ch open-drain outputs : 17 - 5-V tolerance : 1 . I/O ports for the 32-pin LQFP / HWQFN - I/O pins : 23 - Input pins : 3 - Pull-up resistors : 23 - N-ch open-drain outputs : 15 - 5-V tolerance : 1 . I/O ports for the 25-pin WLCSP - I/O pins : 20 - Input pins : 1 - Pull-up resistors : 20 - N-ch open-drain outputs : 14 - 5-V tolerance : 3
:selected: :unselected: :unselected: :unselected: :selected: :unselected: :selected: :unselected: :unselected: :selected: :unselected: :unselected:"
