,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA4M3AF3CBM,PLBG0144KB-A,1 MB,8 KB,128 KB
2,R7FA4M3AE3CBM,PLBG0144KB-A,768 KB,8 KB,128 KB
3,R7FA4M3AD3CBM,PLBG0144KB-A,512 KB,8 KB,128 KB
