,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA4M3AF3CFB,PLQP0144KA-B,1MB,8KB,128KB
2,R7FA4M3AF3CFP,PLQP0100KB-B,,,
3,R7FA4M3AF3CFM,PLQP0064KB-C,,,
4,R7FA4M3AE3CFB,PLQP0144KA-B,768KB,8KB,128KB
5,R7FA4M3AE3CFP,PLQP0100KB-B,,,
6,R7FA4M3AE3CFM,PLQP0064KB-C,,,
7,R7FA4M3AD3CFB,PLQP0144KA-B,512KB,8KB,128KB
