,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA4M2AD3CFP,PLQP0100KB-B,512KB,8KB,128KB
2,R7FA4M2AD3CFM,PLQP0064KB-C,,,
3,R7FA4M2AD3CFL,PLQP0048KB-B,,,
4,R7FA4M2AD3CNE,PWQN0048KC-A,,,
5,R7FA4M2AC3CFP,PLQP0100KB-B,384KB,8KB,128KB
6,R7FA4M2AC3CFM,PLQP0064KB-C,,,
7,R7FA4M2AC3CFL,PLQP0048KB-B,,,
8,R7FA4M2AC3CNE,PWQN0048KC-A,,,
9,R7FA4M2AB3CFP,PLQP0100KB-B,256KB,8KB,128KB
10,R7FA4M2AB3CFM,PLQP0064KB-C,,,
11,R7FA4M2AB3CFL,PLQP0048KB-B,,,
12,R7FA4M2AB3CNE,PWQN0048KC-A,,,
