,Part number,Package,Pitch (mm),Size (mm),Shipment,Pack Quantity
1,DA14701-00000HZ2,,,,,
2,DA14705-00000HZ2,VFBGA142,0.45,6*6.2mm,Reel,4k
3,DA14706-00000HZ2,,,,,
4,DA14708-00000HZ2,,,,,
