,Parameter,Unit 0 (ADC120),Unit 1 (ADC121)
1,Analog input channel,"AN000 to AN003, AN005 to AN007, AN016 to AN018, AN020 Internal reference voltage Temperature sensor output","AN100 to AN102, AN105 to AN107, AN116, AN117 Internal reference voltage Temperature sensor output"
