,Name,Address,Access size,R/W,Initial value
1,MEMTYPE,0x4001_AFCC,32 bits,R,0x00000001
2,PIDR4,0x4001_AFDO,32 bits,R,0x00000004
3,PIDR5,0x4001_AFD4,32 bits,R,0x00000000
4,PIDR6,0x4001_AFD8,32 bits,R,0x00000000
