,Source of Interrupt Request Generation,Name,Vector No.,Vector Address Offset,Form of Interrupt Detection,"CPU
:unselected:","DTC
:unselected:","sstb Return
:unselected:","IER
:unselected:","IPR
:unselected:","DTCER
:unselected:"
1,,,,,"omitted
:unselected:",,,,,,
