,Feature,Functional description
1,I/O ports,"- I/O ports for the 64-pin LQFP - I/O pins : 46 - Input pins : 3 - Pull-up resistors : 44 - N-ch open-drain outputs : 24 - 5-V tolerance : 9 . I/O ports for the 48-pin QFN - I/O pins : 30 - Input pins : 3 - Pull-up resistors : 28 - N-ch open-drain outputs : 17 - 5-V tolerance : 6 . I/O ports for the 40-pin QFN - I/O pins : 22 - Input pins : 3 - Pull-up resistors : 20 - N-ch open-drain outputs : 13 - 5-V tolerance : 3 . I/O ports for the 36-pin BGA - I/O pins : 19 - Input pins : 3 - Pull-up resistors : 17 - N-ch open-drain outputs : 13 - 5-V tolerance : 3 . I/O ports for the 32-pin LQFP - I/O pins : 19 - Input pins : 1 - Pull-up resistors : 19 - N-ch open-drain outputs : 15 - 5-V tolerance : 4
:selected: :selected: :selected: :selected: :unselected: :unselected: :selected: :unselected: :unselected: :unselected:"
