,Product part number,Package code,Code flash,Data flash,SRAM
1,R7FA6M4AF3CFB,PLQP0144KA-B,1MB,8KB,256KB
2,R7FA6M4AF3CFP,PLQP0100KB-B,,,
3,R7FA6M4AF3CFM,PLQP0064KB-C,,,
4,R7FA6M4AE3CFB,PLQP0144KA-B,768KB,8KB,256KB
5,R7FA6M4AE3CFP,PLQP0100KB-B,,,
6,R7FA6M4AE3CFM,PLQP0064KB-C,,,
7,R7FA6M4AD3CFB,PLQP0144KA-B,512KB,8KB,256KB
8,R7FA6M4AD3CFP,PLQP0100KB-B,,,
9,R7FA6M4AD3CFM,PLQP0064KB-C,,,
