,Feature,Functional description
1,I/O ports,"- I/O ports for the 64-pin LQFP - I/O pins : 43 - Input pins : 1 - Pull-up resistors : 44 - N-ch open-drain outputs : 43 - 5-V tolerance : 9 . I/O ports for the 48-pin QFN - I/O pins : 29 - Input pins : 1 - Pull-up resistors : 30 - N-ch open-drain outputs : 29 - 5-V tolerance : 4
:selected: :unselected: :unselected: :unselected: :unselected: :selected: :unselected: :unselected: :unselected: :unselected:"
