,Feature,Functional description
1,I/O ports,". I/O ports for the 176-pin BGA, 176-pin LQFP - I/O pins : 132 - Input pins : 1 - Pull-up resistors : 133 - N-ch open-drain outputs : 132 - 5-V tolerance : 17 . I/O ports for the 144-pin LQFP - I/O pins : 109 - Input pins : 1 - Pull-up resistors : 110 - N-ch open-drain outputs : 109 - 5-V tolerance : 21 . I/O ports for the 100-pin LQFP - I/O pins : 75 - Input pins : 1 - Pull-up resistors : 76 - N-ch open-drain outputs : 75 - 5-V tolerance : 14
:selected: :unselected: :unselected: :unselected: :selected: :unselected: :selected: :unselected: :unselected:"
